DATE,y1,log_sp500,log_rgdp,log_pgdp,unemp,EBP,shock_Hybrid_meeting_sum,shock_AD_meeting_sum,shock_Wu_meeting_sum,shock_Kr_meeting_sum
2010-10-01,0.23,7.044242290708116,9.648329697036575,4.393859323926071,9.4,0.0165611311738307,0.0,0.0,0.0,0.0
2010-11-01,0.25,7.076974714119382,9.647841590600478,4.395795139594904,9.8,-0.1133816333537742,0.0,0.0,0.029384605778269,-0.3786290095528197
2010-12-01,0.29,7.095122373946917,9.64735324580014,4.397727215120496,9.3,-0.3950303157778441,0.0,0.0,0.0338146534922101,-0.0574909217788861
2011-01-01,0.27,7.148243533488082,9.646864662402633,4.399655564928895,9.1,-0.0001859178397802808,0.0,0.0,-0.0513045968395442,0.4942701481606486
2011-02-01,0.29,7.1759410012201235,9.649013860798304,4.402025807380634,9.0,-0.2524831892000496,0.0,0.0,0.0,0.0
2011-03-01,0.26,7.174976924174773,9.651158450044436,4.404390445062998,9.0,-0.2945218776191314,0.0,0.0,0.0137954800548264,0.0381146413211976
2011-04-01,0.25,7.194744637062708,9.653298449868206,4.406749504422823,9.1,-0.2429866909495646,0.0,0.0,-0.0092578912373661,0.0323413174631036
2011-05-01,0.19,7.216136614132406,9.653167087286887,4.4089330007794345,9.0,-0.1151630482254248,0.0,0.0,0.0,0.0
2011-06-01,0.18,7.18124971799818,9.653035707447174,4.41111173987025,9.1,0.0013188675841711,0.0,0.0,-0.0159384555986417,-0.1555228148531206
2011-07-01,0.19,7.200178626803044,9.652904310344532,4.413285742370726,9.0,-0.0400088860544611,0.0,0.0,0.0,0.0
2011-08-01,0.11,7.160022540617574,9.656978778727542,4.4138227643412185,9.0,-0.0768458589043552,0.0,0.0,-0.0455087655021998,-0.2273024412420063
2011-09-01,0.1,7.093753438780621,9.661036713162218,4.414359498072488,9.0,0.4621721182156517,0.0,0.0,0.036101020746363,-0.1146340425103971
2011-10-01,0.11,7.002365195477514,9.665078247293957,4.414895943880826,8.8,-0.0677936208669192,0.0,0.0,0.0,0.0
2011-11-01,0.11,7.105195330711844,9.668498735917401,4.417105346319621,8.6,0.5267272282265605,0.0,0.0,0.030587899444057,0.2161442825728784
2011-12-01,0.12,7.126553367232817,9.671907564669551,4.419309878064246,8.5,0.3080655876857214,0.0,0.0,0.0223058285932548,0.0117664604012446
2012-01-01,0.12,7.152315886250015,9.675304812773511,4.4215095605342745,8.3,0.213070096552665,0.0,0.0,0.0353257112886759,0.0386020679784429
2012-02-01,0.16,7.188480684339504,9.676621104954176,4.422957099457615,8.3,0.0870889034844371,0.0,0.0,0.0,0.0
2012-03-01,0.19,7.225546948076878,9.67793566678713,4.424402546032032,8.2,-0.3164897261314734,0.0,0.0,0.0693343431287832,-0.1185590722820212
2012-04-01,0.18,7.257735893111511,9.679248502815701,4.42584590630775,8.2,-0.1336173730576373,0.0,0.0,0.0001580042299131,0.2656278373109703
2012-05-01,0.19,7.248376003003649,9.679723674096019,4.427828953127951,8.2,-0.0475791690410813,0.0,0.0,0.0,0.0
2012-06-01,0.19,7.1530829638676945,9.680198619695824,4.429808075256847,8.2,0.1963944699844897,0.0,0.0,0.0415694830689292,-0.2227355108193366
2012-07-01,0.19,7.219283271535005,9.680673339829386,4.43178328818714,8.2,0.0286582282713099,0.0,0.0,0.0,0.0
2012-08-01,0.18,7.226441671033018,9.681081496510409,4.433731936574099,8.1,-0.1744304531636076,0.0,0.0,-0.0422642430796988,-0.1761240913120651
2012-09-01,0.18,7.247749834234966,9.681489486667518,4.4356767951061284,7.8,-0.1232948093864663,0.0,0.0,-0.0189780777315863,0.0472322873037264
2012-10-01,0.18,7.275511590148808,9.681897310436543,4.437617878513997,7.8,-0.1558028635831116,0.0,0.0,-0.0204656795956008,-0.2419648265051407
2012-11-01,0.18,7.263742963011871,9.685843645869204,4.439120696335632,7.7,-0.0253478494382748,0.0,0.0,0.0,0.0
2012-12-01,0.16,7.250961903623557,9.689774468935465,4.44062125908303,7.9,-0.142389049281602,0.0,0.0,-0.0076255886338753,-0.1728256835149018
2013-01-01,0.15,7.28784790684228,9.693689901110877,4.4421195735282035,8.0,-0.0727056538265218,0.0,0.0,-0.0170324308496127,-0.0472963683300501
2013-02-01,0.16,7.321962096105084,9.694361119345423,4.442836019997522,7.7,-0.0083984757062745,0.0,0.0,0.0,0.0
2013-03-01,0.15,7.325280669307605,9.695031887348236,4.443551953541498,7.5,-0.0739902572643971,0.0,0.0,-0.0455000346493421,0.1332872747778211
2013-04-01,0.12,7.353831187470644,9.695702205722917,4.444267374889855,7.6,-0.099966788355374,0.0,0.0,0.0,0.0
2013-05-01,0.12,7.3668874973794845,9.698742993309972,4.4460305856243005,7.5,-0.4786399261332494,0.0,0.0,0.1367105261856308,-0.3042729028446123
2013-06-01,0.14,7.402707612414236,9.70177456253189,4.447790692920508,7.5,-0.3448915104604713,0.0,0.0,-0.0141828164166124,0.2165678078210252
2013-07-01,0.12,7.387065443398967,9.704796969112046,4.449547707681419,7.3,-0.0003154812013077546,0.0,0.0,-0.1880619837164246,0.8923842433892709
2013-08-01,0.13,7.442416559964425,9.7079451251888,4.4515942328943305,7.2,-0.1154407854242407,0.0,0.0,0.0,0.0
2013-09-01,0.12,7.402311279277542,9.711083401473863,4.453636578390163,7.2,-0.1241111398366672,0.0,0.0,-0.0297919506074497,0.0755848493040057
2013-10-01,0.12,7.43543801981455,9.714211859784367,4.4556747612232135,7.2,-0.0273057005604082,0.0,0.0,-0.0273921938233574,-0.1281908899840098
2013-11-01,0.12,7.474000480855753,9.713312709117675,4.457108189029448,6.9,0.0125055084812397,0.0,0.0,0.0,0.0
2013-12-01,0.13,7.496041832252577,9.712412749251415,4.458539565074606,6.7,-0.1449099649186849,0.0,0.0,-0.1527781976886734,-0.4710177953355402
2014-01-01,0.12,7.513152617226767,9.71151197872778,4.459968895183576,6.6,-0.2989533555941976,0.0,0.0,-0.1791649764263138,0.226634254812742
2014-02-01,0.12,7.462726018220589,9.715891084655933,4.4619774883295555,6.7,-0.1984706692044049,0.0,0.0,0.0,0.0
